Year,Quarter,Month,Day,Date,Country/Region,Aircraft Manufacturer,Aircraft,Location,Operator,Aboard,Fatalities (air),Ground,Casualties
2006,Qtr 2,May,3,03/05/2006,Russia,Airbus,Airbus A320 211EK,Off Adler Russia,Armavia,113,113,0,113
2016,Qtr 1,March,19,19/03/2016,Russia,Boeing,Boeing 737 8KN (WL)A6,Rostov-on-Don Russia,Flydubai,62,62,0,62
1991,Qtr 4,November,26,26/11/1991,Russia,Antonov,Antonov AN 24CCCP,Near Bugulma Russia,Airlines Tartarstan,41,41,0,41
1982,Qtr 4,December,23,23/12/1982,Russia,Antonov,Antonov AN 26CCCP,Rostov-on-Don Russia,Aeroflot,16,16,0,16
1955,Qtr 4,December,9,09/12/1955,Russia,Ilyushin,Li  2CCCP,Khabarovsk Territory Russia,Aeroflot,21,21,0,21
2010,Qtr 2,April,10,10/04/2010,Russia,Mi,Mi  8,Near Yelizovo Russia,Airlines Kamchatka,18,10,0,10
2011,Qtr 2,June,20,20/06/2011,Russia,Tupolev,Tupolev Tu 134RA,Petrozavodsk Russia,Airlines Rus,52,47,0,47
2006,Qtr 3,July,9,09/07/2006,Russia,Airbus,Airbus A 310,Irkutsk Russia,(S7) Sibir,203,125,0,125
1951,Qtr 1,March,25,25/03/1951,Russia,sunov,Lisunov LI 2CCCP,Irkutsk Russia,Aeroflot,13,12,0,12
1992,Qtr 2,April,4,04/04/1992,Russia,LET,Let 410UVPCCCP 67130,Near Baikov Russia,Kamchatavia,12,1,0,1
1992,Qtr 2,June,22,22/06/1992,Russia,Antonov,Antonov AN 12CCCP,Norlisk Russia,Airlines Krasnoyarsk,12,10,0,10
1981,Qtr 3,September,18,18/09/1981,Russia,Yakovlev,Yakovlev YAK 40 / Mil Mi,Zeleznogorsk Russian,Russian - /Military Aeroflot,40,40,0,40
1994,Qtr 1,February,24,24/02/1994,Russia,Antonov,Antonov AN 12VRA,Nalchik Russia,Transport Air Western North,13,13,0,13
2002,Qtr 3,July,28,28/07/2002,Russia,Ilyushin,Iluyshin Il 86RA,Moscow Russia,Enterprise Aviation Pulkovo,16,14,0,14
1981,Qtr 2,June,14,14/06/1981,Russia,Ilyushin,Ilyushin IL 14CCCP,Ust-Barguzin Russia,Aeroflot,48,48,0,48
1981,Qtr 3,August,24,24/08/1981,Russia,Antonov,Antonov AN 24RV / Soviet Air Force TU,Near Zavitinsk Russia,Force Air Russian - Military / Aeroflot,32,31,0,31
1981,Qtr 3,August,29,29/08/1981,Russia,Yakovlev,Yakovlev YAK 40CCCP,Zeya Russia,Aeroflot,34,3,0,3
1981,Qtr 4,November,16,16/11/1981,Russia,Tupolev,Tupolev TU 154B,Norilsk Russia,Aeroflot,167,99,0,99
2007,Qtr 1,March,17,17/03/2007,Russia,Tupolev,Tuolev 134AKRA 65021,Samara Russia,Airlines UTAir,57,6,0,6
1982,Qtr 1,January,7,07/01/1982,Russia,LET,LET  410M TurbojetCCCP 67290,Near Gelendzhik USSRAeroflot,N/A,18,18,0,18
2010,Qtr 4,December,4,04/12/2010,Russia,Tupolev,Tupolev TU 154MRA,Moscow Russia,Airlines Dagestan,169,2,0,2
1966,Qtr 1,February,16,16/02/1966,Russia,Tupolev,Tupolev Tu 114CCCP,Moscow Russia,Aeroflot,66,21,0,21
1966,Qtr 1,February,16,16/02/1966,Russia,Ilyushin,Ilyushin II 14CCCP,Pechora Russia,Aeroflot,26,26,0,26
1994,Qtr 1,March,23,23/03/1994,Russia,Airbus,Airbus A310 304F,Near Mezhdurechensk Russia,Airways International Russian Aeroflot,75,75,0,75
1981,Qtr 1,February,7,07/02/1981,Russia,Tupolev,Tupolev TU 104ACCCP,Near Leningrad Russia,Navy Soviet - Military,52,52,0,52
2002,Qtr 3,August,29,29/08/2002,Russia,Antonov,Antonov AN 28RA,Near Ayan Russia,Aviakompania Vostok,16,16,0,16
1951,Qtr 4,November,17,17/11/1951,Russia,Ilyushin,Ilyushin IL 12CCCP,Near  Novosibirsk Russia,Aeroflot,23,23,0,23
1967,Qtr 4,November,16,16/11/1967,Russia,Ilyushin,Ilyushin IL 18BCCCP,Near Sverdlovsk Russia,Aeroflot,107,107,0,107
2006,Qtr 4,October,19,19/10/2006,Russia,Antonov,Antonov An 2UK,Tashkent Russia,Airways Force/Uzbekistan Air Russian - Military,15,15,0,15
2013,Qtr 4,November,17,17/11/2013,Russia,Boeing,Boeing 737 53AVQ,Near Kazan Russia,Airlilnes Tararstan,50,50,0,50
1967,Qtr 1,March,12,12/03/1967,Russia,Ilyushin,Ilyushin IL 14PCCCP,Near Yakutsk Russia,Aeroflot,19,15,0,15
1981,Qtr 2,April,28,28/04/1981,Russia,Antonov,"Antonov An 2TP	 CCCP",Batagay Russia,Aeroflot,12,12,0,12
1993,Qtr 3,August,26,26/08/1993,Russia,LET,Let 410UVP ERA,Near Aldan Russia,Airlines Sakha,24,24,0,24
1935,Qtr 2,May,18,18/05/1935,Russia,Tupolev,Tupolev ANT 20 / I,Near Moscow Russia,Eskadril'ya Gor'ky,50,50,2,52
2000,Qtr 1,March,9,09/03/2000,Russia,Yakovlev,Yakovlev YAK 40RA,Moscow Russia,Airlines Vologodskiye,9,9,0,9
1966,Qtr 4,December,2,02/12/1966,Russia,Tupolev,Tupolev TU 114BCCCP,Moscow Russia,Aeroflot,21,21,0,21
2013,Qtr 4,December,26,26/12/2013,Russia,Antonov,Antonov 1212162,Irkutsk Russia,Ir,9,9,0,9
1991,Qtr 4,November,16,16/11/1991,Russia,Antonov,Antonov AN 12V,Anderma Russia,Aeroflot,20,20,0,20
1979,Qtr 3,August,24,24/08/1979,Russia,Antonov,Antonov AN 12CCCP,Near Enisseysk USSRAeroflot,N/A,16,11,0,11
1983,Qtr 3,September,1,01/09/1983,Russia,Boeing,Boeing B 747,Near Sakhalin Island Russia,Airlines Korean,269,269,0,269
1979,Qtr 3,August,29,29/08/1979,Russia,Tupolev,Tupolev Tu 124CCCP,Near Kirsanov Russia,Aeroflot,63,63,0,63
2012,Qtr 4,December,29,29/12/2012,Russia,Tupolev,Tupolev TU 204,Moscow Russia,Airlines Wings Red,8,5,0,5
1948,Qtr 4,October,25,25/10/1948,Russia,sunov,Lisunov LI 2CCCP,Georgian SSR USSRAerflot,N/A,18,18,0,18
1979,Qtr 3,August,11,11/08/1979,Russia,Tupolev,Tupolev TU 134A / Tupolev Tu,Near Volgograd Russia,Aeroflot / Aeroflot,178,178,0,178
1970,Qtr 3,September,3,03/09/1970,Russia,Yakovlev,Yakovlev YAK 40CCCP,Near Leningrad USSRAeroflot,N/A,21,21,0,21
1970,Qtr 2,April,1,01/04/1970,Russia,Antonov,Antonov AN 24VCCCP,Novosibirsk Russia,Aeroflot,45,45,0,45
2002,Qtr 2,April,28,28/04/2002,Russia,Mi,Mi  8 helicopter,Near Abakan Russia,Private,20,8,0,8
1979,Qtr 4,October,27,27/10/1979,Russia,Antonov,Antonov An 2TPCCCP,Lensk Russia,Aeroflot,12,3,0,3
1990,Qtr 3,September,14,14/09/1990,Russia,Yakovlev,Yakovlev YAK 42CCCP,Koltsovo Russia,Aeroflot,128,4,0,4
1979,Qtr 3,September,3,03/09/1979,Russia,Antonov,Antonov AN 24CCCP,Andema Russia,Aeroflot,44,40,0,40
2011,Qtr 3,July,11,11/07/2011,Russia,Antonov,Antonov AN 24RVRA,Near Strezhevoy Russia,Airlines Angara,37,7,0,7
1990,Qtr 1,January,13,13/01/1990,Russia,Tupolev,Tupolev TU 134ACCCP,Near Pervouralsk Russia,Aeroflot,71,27,0,27
1971,Qtr 1,January,31,31/01/1971,Russia,Antonov,Antonov AN 10CCCP,Voroshilovgrad Russia,Aeroflot,7,7,0,7
1971,Qtr 1,January,22,22/01/1971,Russia,Antonov,Antonov AN 12BCCCP 11000,Surgut USSRAeroflot,N/A,14,14,0,14
2010,Qtr 4,November,25,25/11/2010,Russia,Mil,Mil Mi 8TRA,Strezhevoy Russia,NARZ,10,7,0,7
1954,Qtr 4,December,31,31/12/1954,Russia,Ilyushin,Ilyushin II 14,Irkutsk Russia,Aeroflot,17,17,0,17
1971,Qtr 3,July,25,25/07/1971,Russia,Tupolev,Tupolev TU 104BCCCP,Near Irkutsk Russia,Aeroflot,126,97,0,97
1984,Qtr 1,January,3,03/01/1984,Russia,Mi,Mi  6CCCP,Novoagansk Russia,Aeroflot,76,38,0,38
1948,Qtr 4,November,22,22/11/1948,Russia,sunov,Lisunov Li 2CCCP L,Near Ryzhovo Russia,Aeroflot,26,23,0,23
2009,Qtr 4,November,1,01/11/2009,Russia,Tupolev,Tupolev Tu 142M3RF,Off Mongokhto Russia,Navy Russian - Military,11,11,0,11
2002,Qtr 1,February,21,21/02/2002,Russia,Antonov,Antonov AN 2607RED,Lakhta Russia,Navy Russian - Military,20,17,0,17
1983,Qtr 4,December,24,24/12/1983,Russia,Antonov,Antonov AN 24CCCP,Leshukonskoye Russia,Aeroflot,49,44,0,44
1970,Qtr 4,December,31,31/12/1970,Russia,Ilyushin,Ilyushin IL 18BCCCP,Leningrad USSRAeroflot,N/A,93,93,0,93
1979,Qtr 3,August,3,03/08/1979,Russia,LET,LET 410M turbojetCCCP 67206,Leningrad USSRAeroflot,N/A,14,14,0,14
1980,Qtr 2,April,14,14/04/1980,Russia,Antonov,Antonov AN 24BCCCP,Krasnoyarsk Russia,Aeroflot,53,2,0,2
1969,Qtr 3,August,26,26/08/1969,Russia,Antonov,Antonov AN 2CCCP,Khovu-Aksy Russia,Aeroflot,14,14,0,14
1969,Qtr 3,August,26,26/08/1969,Russia,Ilyushin,"Ilyushin IL 18	 CCCP",Moscow Russia,Aeroflot,102,16,0,16
1991,Qtr 2,June,26,26/06/1991,Russia,Antonov,Antonov AN 24CCCP,Gulf of Finland Russia,Polet AKF,10,10,0,10
1983,Qtr 2,April,19,19/04/1983,Russia,Yakovlev,Yakovlev YAK 40CCCP,Leninakan Russia,Aeroflot,21,21,0,21
1969,Qtr 3,September,1,01/09/1969,Russia,Ilyushin,Ilyushin IL 14PCCCP,Cross Bay Russia,Aeroflot,27,22,0,22
1969,Qtr 2,June,23,23/06/1969,Russia,Ilyushin,Ilyushin IL 14M / Antonov An,Near Poroslitsy Russia,Aeroflot,120,120,0,120
1991,Qtr 3,September,26,26/09/1991,Russia,Antonov,Antonov AN 26CCCP,Off St. Petersburg USSRAeroflot,N/A,10,10,0,10
1980,Qtr 2,June,12,12/06/1980,Russia,Yakovlev,Yakovlev YAK 40CCCP,Near Dushanbe Russia,Aeroflot,29,29,0,29
1991,Qtr 4,November,7,07/11/1991,Russia,Yakovlev,Yakovlev YAK 40CCCP,Makhackala Russia,Aeroflot,51,51,0,51
1991,Qtr 3,September,16,16/09/1991,Russia,Antonov,Antonov AN 72CCCP,Petropavlosk USSRAeroflot,N/A,13,13,0,13
2010,Qtr 2,April,10,10/04/2010,Russia,Tupolev,Tupolev 154M101,Smolensk Russia,Force Air Polish - Military,96,96,0,96
1991,Qtr 3,September,23,23/09/1991,Russia,Antonov,Antonov 12BPCCCP 13320,Khatanga Russia,Aeroflot,16,1,0,1
1979,Qtr 4,December,9,09/12/1979,Russia,Antonov,Antonov AN 26CCCP,Cherskiy Russia,Aeroflot,7,7,0,7
1970,Qtr 1,January,28,28/01/1970,Russia,Antonov,Antonov AN 24CCCP,Near Batagai Russia,Aeroflot,34,34,0,34
1983,Qtr 2,May,6,06/05/1983,Russia,Antonov,Antonov AN 26,Klyuchi Russia,Force Air Soviet - Military,37,33,0,33
1979,Qtr 4,November,16,16/11/1979,Russia,Yakovlev,Yakovlev YAK 40CCCP,Vologda Russia,Aeroflot,5,3,0,3
1970,Qtr 1,February,6,06/02/1970,Russia,Ilyushin,Ilyushin IL 18VCCCP,Near Samarkand USSRAeroflot,N/A,106,92,0,92
1970,Qtr 1,January,29,29/01/1970,Russia,Tupolev,Tupolev Tu 124CCCP,Near Murmansk Russia,Aeroflot,11,11,0,11
1969,Qtr 4,December,10,10/12/1969,Russia,Ilyushin,Ilyushin 14PCCCP 52010,Off Makhachkala  Russia,Aeroflot,17,17,0,17
1991,Qtr 2,May,23,23/05/1991,Russia,Tupolev,Tupolev TU 154B,Leningrad USSRAeroflot,N/A,181,13,0,13
1955,Qtr 3,August,5,05/08/1955,Russia,Aeroflot,AeroflotL5057,Near Voronezh Russia,Aeroflot,25,25,0,25
1948,Qtr 2,May,22,22/05/1948,Russia,Douglas,Douglas C 47 CCCP,Khabarovsk Russia,Aeroflot,9,8,0,8
1969,Qtr 4,December,6,06/12/1969,Russia,Antonov,Antonov An 12PLCCCP,Near Khantanga Russia,Aeroflot,8,8,0,8
1969,Qtr 4,November,13,13/11/1969,Russia,Antonov,Antonov An 12TBCCCP,Near Anderma Russia,Aeroflot,12,12,0,12
1969,Qtr 4,October,13,13/10/1969,Russia,Antonov,Antonov AN 24BCCCP,Nizhnevartovsk Russia,Aeroflot,56,24,0,24
1979,Qtr 4,November,28,28/11/1979,Ross,McDonnell,McDonnell Douglas DC 10,Near Mt. Erebus Ross,Antarctica         Shelf Ice Air New Zealand,257,257,0,257
1938,Qtr 3,July,22,22/07/1938,Romania,Lockheed,Lockheed 14H Super ElectraSP BNG,Stulpica Romania,Airlines Polish Lot,14,14,0,14
1995,Qtr 1,March,31,31/03/1995,Romania,Airbus,Airbus A310 324YR,Near Balotesti Romania,Romane) Aeriene (Transporturile Tarom,60,60,0,60
1942,Qtr 4,October,22,22/10/1942,Romania,Junkers,Junkers JU 52/3mD,Budapest Romania,Lufthansa Deutsche,17,17,0,17
1982,Qtr 1,January,25,25/01/1982,Romania,Antonov,Antonov AN 24RVYR,Constanta Romania,TAROM,7,7,0,7
1943,Qtr 3,August,1,01/08/1943,Romania,Consolidated,Consolidated B 24,Ploesti Romania,Forces Air Army U.S. - Military,10,10,63,73
1923,Qtr 3,August,27,27/08/1923,Romania,Bleriot,Blériot Spad 46F AEGN,Bucharest Romania,Roumaine France Campagnie,2,2,0,2
1970,Qtr 1,February,4,04/02/1970,Romania,Antonov,Antonov AN 24VYR,Apuseni mountains Romania,TAROM,22,21,0,21
1977,Qtr 3,September,22,22/09/1977,Romania,Tupolev,Tupolev TU 134HA,Bucharest Romania,Airlines Hungarian Malev,53,29,0,29
1941,Qtr 2,June,18,18/06/1941,Romania,Douglas,Douglas DC 3YR,Bucharest Romania,LARES,18,0,0,0
1947,Qtr 3,August,13,13/08/1947,Romania,sunov,Lisunov Li 2YR,Bucharest Romania,Romano-Sovietice Aeriene Transporturile,8,3,0,3
1974,Qtr 4,December,29,29/12/1974,Romania,Antonov,Antonov AN 24RVYR,Near Sibiu Romania,TAROM,33,33,0,33
1938,Qtr 3,August,18,18/08/1938,Romania,Lockheed,Lockheed 14 Super ElectraSP BNJ,Bucharest Romania,Airlines Polish Lot,7,0,0,0
1999,Qtr 3,September,14,14/09/1999,Romania,Dassault,Dassault Falcon 900BSX ECH,Bucharest Romania,Government Greek,13,7,0,7
1970,Qtr 4,December,7,07/12/1970,Romania,BAC,BAC One Eleven  424EUYR,Near Constanta Romania,TAROM,27,19,0,19
1976,Qtr 1,March,1,01/03/1976,Romania,Ilyushin,Ilyushin II 14PYR,Sibiu Romania,TAROM,9,6,0,6
1937,Qtr 3,August,6,06/08/1937,Romania,Douglas,Douglas DC 2CCCP,Bistrita Romania,Aeroflot,5,5,0,5
1989,Qtr 4,December,28,28/12/1989,Romania,Antonov,Antonov AN 24RVYR,Near Visina Romania,TAROM,7,7,0,7
1991,Qtr 3,August,14,14/08/1991,Romania,Ilyushin,Ilyushin IL 18VYR,Near Uricani Romania,TAROM,9,9,0,9
1947,Qtr 4,November,21,21/11/1947,Romania,sunov,Lisunov Li 2YR,Phouznicie Romania,TARS,26,13,0,13
1966,Qtr 3,August,11,11/08/1966,Romania,Ilyushin,Ilyushin IL 14YR,Near Sibiu Romania,TAROM,24,24,0,24
1964,Qtr 4,October,9,09/10/1964,Romania,Ilyushin,Ilyushin IL 14YR,Near Sibiu Romania,TAROM,32,32,0,32
2010,Qtr 3,July,5,05/07/2010,Romania,Antonov,Antonov AN 253,Tuzla Romania,Force Air Romainian - Military,14,12,0,12
1940,Qtr 3,August,23,23/08/1940,Romania,Douglas,Douglas DC 3YR,Cluj Romania,LARES,15,15,0,15
2003,Qtr 3,July,5,05/07/2003,Rio,Sirkorsky,Sikorsky  S 76 APT YVM,Macaé Rio,Brazil         Janeiro de BHS - Brazilian Helicopter Services,5,5,0,5
2008,Qtr 1,February,26,26/02/2008,Rio,Eurocopter,Eurocopter  AS332L2 Super PumaPP MUM,Off Macae  Rio,Argentina         Janeiro de BHS - Brazilian Helicopter Service Air Taxi,20,5,0,5
2004,Qtr 3,July,22,22/07/2004,Rio,Sirkorsky,Sikorsky S 76PP MYM,Off  Macaé  Rio,Brazil         Janeiro de BHS - Brazilian Helicopter Service  Air Taxi,11,6,0,6
1978,Qtr 3,September,3,03/09/1978,Rhodesia,Vickers,Vickers Viscount 782DVP WAS,Near Kariba Rhodesia,Rhodesia (Zimbabwe)Air,56,38,0,38
1979,Qtr 1,February,12,12/02/1979,Rhodesia,Vickers,Vickers Viscount 748DVP YND,Near Kariba Rhodesia,Rhodesia Air,59,59,0,59
1982,Qtr 1,February,21,21/02/1982,Rhode,de Havilland,de Havilland DHC  6,Providence Rhode,Airlines IslandPilgrim,12,1,0,1
1989,Qtr 4,November,28,28/11/1989,Rhode,Britten,Britten  Norman BN,Block Island Rhode,Airlines England IslandNew,8,8,0,8
1968,Qtr 1,March,9,09/03/1968,Reunion,Douglas,Douglas DC6B43748,Near Saint Denis Reunion,Force Air French - Military,20,19,0,19
2002,Qtr 1,March,17,17/03/2002,Republic,LET,Let 410UVP EJ2,Off Djibouti Republic,Airlines DjiboutiDjibouti of,4,4,0,4
2000,Qtr 4,October,25,25/10/2000,Republic,Ilyushin,Ilyushin IL 18DRA,Near Batumi Republic,Force Air Russian - GeorgiaMilitary of,86,86,0,86
1943,Qtr 1,March,27,27/03/1943,Queensland,Douglas,Douglas C 47,Archerfield Aerodrome Queensland,Australia Military - Royal Australian Air Force,24,24,0,24
1944,Qtr 3,September,7,07/09/1944,Queensland,C,C  47 Dakota DT,Near Mossman Queensland,Australia Military - Royal Netherlands East Indies Air Force,20,20,0,20
2005,Qtr 2,May,7,07/05/2005,Queensland,Swearingen,Swearingen SA 227AC Metro IIIVH,Lockhart River Queensland,Australia Aero-Tropics,15,15,0,15
1937,Qtr 1,February,19,19/02/1937,Queensland,Stinson,Stinson Model AVH UHH,McPherson Ranges Queensland,Australia Airlines of Australia,7,5,0,5
1996,Qtr 2,June,12,12/06/1996,Queensland,Sirkorsky,Sikorsky S 70 / Sikorsky S,Near Rollingstone Queensland,Aviation Army Australian - AustraliaMilitary,28,18,0,18
1957,Qtr 2,June,24,24/06/1957,Queensland,L,L  Hudson,Horn Island Queensland,Australia Adastra Airways,0,6,0,6
1975,Qtr 4,October,23,23/10/1975,Queensland,de Havilland,de Havilland DH114 Heron 2EVH CLS,Cairns Airport Queensland,Australia Connair,11,11,0,11
2001,Qtr 4,November,12,12/11/2001,Queens,Airbus,Airbus A 300,Belle Harbor Queens,New York American Airlines,260,260,5,265
1947,Qtr 2,May,29,29/05/1947,Queens,Douglas,Douglas C 54BNC30046,La Guardia Airport Queens,New York United Air Lines,48,43,0,43
1989,Qtr 1,February,28,28/02/1989,Quebec,Douglas,Douglas C 47AC,Near Quebec City Quebec,Canada Transfair,2,2,0,2
1956,Qtr 1,February,14,14/02/1956,Quebec,Douglas,Douglas C 47,Near Fort Chimo Quebec,Canada Spartan Air Services,3,2,0,2
1957,Qtr 4,December,10,10/12/1957,Quebec,Douglas,Douglas C 47ACF,Jeannine Lake Quebec,Canada Northern Wings,10,3,0,3
