Year,Quarter,Month,Day,Date,Country/Region,Aircraft Manufacturer,Aircraft,Location,Operator,Aboard,Fatalities (air),Ground,Casualties
1960,Qtr 3,September,22,1960-09-22,Okinawa,Douglas,Douglas R5D 356541,Off Naha Okinawa,Navy U.S. - Military,29,29,0,29
1938,Qtr 4,December,8,1938-12-08,Okinawa,Nakajima,Nakajima A T2J,Off Kuba Island Okinawa,Corporation Aviation Japan,15,10,0,10
1962,Qtr 4,December,20,1962-12-20,Okinawa,Kb,Kb  50,Kadena Ab Okinawa,Force Air U.S. - Military,12,12,0,12
1928,Qtr 4,November,24,1928-11-24,Ohio,Hamilton,Hamilton H 47Nc7521,Edgerton Ohio,Airlines Universal,3,3,0,3
1931,Qtr 2,June,11,1931-06-11,Ohio,Lockheed,Lockheed Vega 2Nc857E,Walbridge Ohio,Service Flying Rubner,3,2,0,2
1923,Qtr 3,September,7,1923-09-07,Ohio,De Havilland,De Havilland Dh 4283,Colton Ohio,Service Mail Aerial Us,1,1,0,1
1981,Qtr 2,April,7,1981-04-07,Ohio,Learjet,Learjet 23N400Pg,Cincinnati Ohio,International Freedom,2,1,0,1
1967,Qtr 4,November,6,1967-11-06,Ohio,Boeing,Boeing B 707,Cincinnati Ohio,Airlines World Trans,36,1,0,1
1962,Qtr 3,September,4,1962-09-04,Ohio,Lockheed,Lockheed 18 Lodestarn1000F,Near Lake Milton Ohio,Company Oil Ashland - Private,13,13,0,13
1946,Qtr 4,November,11,1946-11-11,Ohio,Douglas,Douglas Dc 3 (C,Cleveland Ohio,Lines Air United,20,2,0,2
1925,Qtr 4,October,1,1925-10-01,Ohio,De Havilland,De Havilland Dh 4385,Mt. Nittany Ohio,Service Mail Aerial Us,1,1,0,1
1919,Qtr 2,May,25,1919-05-25,Ohio,De Havilland,De Havilland Dh 461,Cleveland Ohio,Service Mail Aerial Us,1,1,0,1
2004,Qtr 3,August,13,2004-08-13,Ohio,Convair,Convair Cv 580N586P,Cincinnati Ohio,Taroma Air,2,1,0,1
1967,Qtr 3,August,27,1967-08-27,Ohio,North,North American B 25 Mitchelln3443G,Lake Erie Off Huron Ohio,Private,22,16,0,16
1921,Qtr 2,April,29,1921-04-29,Ohio,De Havilland,De Havilland Dh 4196,Cleveland Ohio,Service Mail Aerial Us,1,1,0,1
1926,Qtr 1,February,12,1926-02-12,Ohio,Curtiss,Curtiss Carrier Pigeon602,Montpelier Ohio,Service Mail Aerial Us,1,1,0,1
1920,Qtr 3,September,15,1920-09-15,Ohio,Junkers,Junkers F 13308,Pemberville Ohio,Service Mail Aerial Us,2,2,0,2
1948,Qtr 2,May,16,1948-05-16,Ohio,Curtiss,Curtiss C 46Enc59489,Columbus Ohio,Airways Slick,2,2,0,2
1928,Qtr 4,December,20,1928-12-20,Ohio,Douglas,Douglas M 4Nc790,Huron Ohio,Transport Air National,1,1,0,1
1960,Qtr 4,October,29,1960-10-29,Ohio,Curtiss,Curtiss C 46F,Toledo Ohio,Pacific Arctic,48,22,0,22
1931,Qtr 4,December,31,1931-12-31,Ohio,Fairchild,Fairchild Pilgrim 100A,Springfield Ohio,Airways American,5,4,0,4
1938,Qtr 2,May,24,1938-05-24,Ohio,Douglas,Douglas Dst A,Cleveland Ohio,Lines Air United,10,10,0,10
1979,Qtr 3,August,2,1979-08-02,Ohio,Cessna,Cessna  501 Citationn15Ny,Canton Ohio,Private,3,1,0,1
1975,Qtr 2,June,26,1975-06-26,Ohio,Beechcraft,Beechcraft E18Sn791A,Toledo Ohio,Aviation Hamilton,2,2,0,2
2019,Qtr 3,September,11,2019-09-11,Ohio,Convair,Convair Cv 440Fn24Dr,Toledo Ohio,Private,2,2,0,2
1994,Qtr 1,January,7,1994-01-07,Ohio,British,British Aerospace Jetstream 4101N304Ue,Columbus Ohio,Express) (United Airlines Coast Atlantic,8,5,0,5
1929,Qtr 4,October,29,1929-10-29,Ohio,Stearman,Stearman C 38,Mount Vernon Ohio,Lines Air Continental,1,1,0,1
1932,Qtr 1,March,21,1932-03-21,Ohio,Northrop,Northrop Alpha 3Nc966Y,Steubenville Ohio,Air Western And Continental Trans,1,1,0,1
1932,Qtr 1,March,31,1932-03-31,Ohio,Boeing,Boeing 95Nc191E,Bedford Ohio,Transport Air National,1,1,0,1
1970,Qtr 1,January,28,1970-01-28,Ohio,De Havilland,De Havilland Doven2300H,Cleveland Ohio,Airlines Tag,9,9,0,9
1929,Qtr 4,December,2,1929-12-02,Ohio,Douglas,Douglas M 3Nc789,Chagrin Falls Ohio,Transport Air National,1,1,0,1
2007,Qtr 4,December,5,2007-12-05,Ohio,Cessna,Cessna 208B Caravan I Super Cargomastern28Mg,Columbus Ohio,Aviation Castle,2,2,0,2
1928,Qtr 4,November,25,1928-11-25,Ohio,Travel,Travel Air 4000Nc5436,Edgerton Ohio,Lines Air Continental,1,1,0,1
1964,Qtr 2,April,18,1964-04-18,Ohio,Fairchild,Fairchild C 119G  Fairchild C,Wilmington Ohio,Force Air Us -  Military,19,17,0,17
1920,Qtr 2,June,6,1920-06-06,Ohio,De Havilland,De Havilland Dh 4204,Cleveland Ohio,Service Mail Aerial Us,1,1,0,1
1928,Qtr 4,November,25,1928-11-25,Ohio,Douglas,Douglas M 4Nc792,Bristolville Ohio,Transport Air National,1,1,0,1
1925,Qtr 3,September,3,1925-09-03,Ohio,Dirigible,Dirigible Zr 1 Shenandoah (Airship)Zr,Caldwell Ohio,Navy U.S. - Military,43,14,0,14
1949,Qtr 4,November,4,1949-11-04,Ohio,Douglas,Douglas Dc 3Nc29086,Akron Ohio,Inc Harrington'S,3,3,0,3
1931,Qtr 3,August,9,1931-08-09,Ohio,Ford,Ford 5 At,Cincinnati Ohio,Airways American,6,6,0,6
1923,Qtr 4,December,6,1923-12-06,Ohio,De Havilland,De Havilland Dh 4318,Castalia Ohio,Service Mail Aerial Us,1,1,0,1
1967,Qtr 1,March,5,1967-03-05,Ohio,Convair,Convair Cv 580N73130,Near Marseille Ohio,Airlines Central Lake,38,38,0,38
1948,Qtr 1,February,25,1948-02-25,Ohio,Douglas,Douglas C 47Anc36498,Columbus Ohio,Aviation Bruning,2,2,0,2
2008,Qtr 3,September,1,2008-09-01,Ohio,Convair,Convair Cv 580N587X,Columbus Ohio,Tahoma Air,3,3,0,3
1992,Qtr 1,February,15,1992-02-15,Ohio,Mcdonnell,Mcdonnell Douglas Dc 8,Toledo Ohio,Ati,4,3,0,3
1967,Qtr 1,March,9,1967-03-09,Ohio,Md,Md Douglas Dc 9,Urbana Ohio,Private / Airlines World Trans,26,26,0,26
1929,Qtr 2,June,29,1929-06-29,Ohio,Travel,Travel Air 4000Nc5435,Columbus Ohio,Lines Air Continental,1,1,0,1
1991,Qtr 1,February,17,1991-02-17,Ohio,Mcdonnell,Mcdonnell Douglas Dc 9,Cleveland Ohio,Airlines International Ryan,2,2,0,2
1949,Qtr 2,May,7,1949-05-07,Off,Douglas,Douglas Dc 3Pi,Sibuyan Sea Off,Lines Air Elalatphilippine Of Island Philippine The,13,13,0,13
1997,Qtr 4,December,27,1997-12-27,Off,Antonov,Antonov An 72Er,Atlantic Ocean Off,Airways Angolarenan,5,5,0,5
1949,Qtr 1,January,17,1949-01-17,Off,Avro,Avro 688 Tudor 4Bg Agre,Atlantic Ocean Off,Airways American South Bermudabritish,20,20,0,20
1945,Qtr 1,March,27,1945-03-27,Off,Douglas,Douglas C 47A,Coral Sea Off,Force Air U.S. - Australiamilitary,24,24,0,24
1974,Qtr 3,September,8,1974-09-08,Off,Boeing,Boeing B 707,Ionian Sea  Off,Greece          Kefallinia Trans World Airlines,88,88,0,88
1921,Qtr 2,April,21,1921-04-21,Nyus,De Havilland,De Havilland Dh 4160,Mitchel Field Nyus,Service Mail Aerial,1,1,0,1
1993,Qtr 4,December,3,1993-12-03,Nwt,Britten,Britten Norman Bn 2A Trislander7C,Tuktoyaktuk Nwt,Canada Arctic Wings & Rotors,7,7,0,7
2011,Qtr 3,August,20,2011-08-20,Nunavut,Boeing,Boeing B 737,Resolute Bay Nunavut,Canada First Air,15,12,0,12
1969,Qtr 2,June,4,1969-06-04,Nuevo,Boeing,Boeing B 727,Near Salinas Victoria Nuevo,Mexico          Leon Compania Mexicana De Aviacion,79,79,0,79
1961,Qtr 4,November,30,1961-11-30,Nsw,Vickers,Vickers Viscount 720Vh Tvc,Sydney Nsw,Australia Ansett Ana,15,15,0,15
1980,Qtr 1,February,21,1980-02-21,Nsw,Beechcraft,Beechcraft Super King Air 200Vh Aav,Sydney Nsw,Australia Advance Airlines,13,13,0,13
1998,Qtr 3,September,2,1998-09-02,Nova,Mcdonnell,Mcdonnell Douglas Md 11Hb,Off Peggy'S Cove Nova,Canada          Scotia Swissair,229,229,0,229
1965,Qtr 1,March,17,1965-03-17,Nova,Handley,Handley Page Hpr 7 Herald 211Cf,Musquodoboit Nova,Canada          Scotia Eastern Provincial Airways,8,8,0,8
2004,Qtr 4,October,14,2004-10-14,Nova,Boeing,Boeing 747 244B,Halifax Nova,Canada          Scotia Mk Airlines,7,7,0,7
2016,Qtr 2,April,29,2016-04-29,Norway,Eurocopter,Eurocopter Ec225Lp Super Puma M2+ 	Ln Ojf,Sorta Norway	Chc,Service Helikopter,13,13,0,13
1952,Qtr 2,May,5,1952-05-05,Norway,Douglas,Douglas C 47Aln,Near Skien Norway,Flyveselskap Olsen Fred,29,11,0,11
1941,Qtr 1,March,1,1941-03-01,Norway,Junkers,Junkers Ju 52/3Md,Trontheim Norway,Lufthansa Deutsche,12,3,0,3
1948,Qtr 4,October,2,1948-10-02,Norway,Shorts,Short Sandringham 6 (Flying Boat)Ln Iwa,Near Trondheim Norway,Airlines Norwegian,45,19,0,19
1949,Qtr 4,November,20,1949-11-20,Norway,Douglas,Douglas C 47Aph,Near Oslo Norway,Holland Aero,35,34,0,34
1945,Qtr 4,December,18,1945-12-18,Norway,Douglas,Douglas C 47Bkn413,Voksenkollen Norway,Force Air Royal - Military,17,17,0,17
1944,Qtr 2,April,21,1944-04-21,Norway,Douglas,Douglas Dc 3D,Frederikstad Norway,Lufthansa Deutsche,20,9,0,9
1988,Qtr 2,May,6,1988-05-06,Norway,De Havilland,De Havilland Canada Dhc 7,Near Broennoysund Norway,Flyveselksap Wideroe'S,36,36,0,36
1944,Qtr 4,November,9,1944-11-09,Norway,N/A,42  52196,Seljord Norway,Corps Air Army U.S. - Military,0,0,0,0
1972,Qtr 4,December,23,1972-12-23,Norway,Fokker,Fokker F 28 Fellowship 1000Ln,Skaugum Norway,Braathens,45,40,0,40
1944,Qtr 4,October,16,1944-10-16,Norway,Junkers,Junkers Ju 52/3Md,Telemark Norway,Lufthansa Deutsche,15,15,0,15
1947,Qtr 3,August,28,1947-08-28,Norway,Shorts,Short Sandringham (Flying Boat)Ln Iav,Harsiad Norway,Airlines Norwegian,35,35,0,35
1993,Qtr 4,October,27,1993-10-27,Norway,De Havilland,De Havilland Canada Dhc 6 Twin Otter 300Ln,Near Namsos Norway,Flyveselksap Wideroe'S,20,7,0,7
1963,Qtr 2,April,14,1963-04-14,Norway,Vickers,Vickers Viscount 759Dtf Isu,Oslo Norway,Icelandair,12,12,0,12
1978,Qtr 2,June,26,1978-06-26,Norway,Sirkorsky,Sikorsky S 61Nln,Off Bergen Norway,Service Helikopter,18,18,0,18
1946,Qtr 2,May,22,1946-05-22,Norway,Junkers,Junkers Ju 52/3Mln,Oslo Norway,Lines Air Norwegian Dnl,14,13,0,13
1996,Qtr 3,August,29,1996-08-29,Norway,Tupolev,Tupolev Tu 154Mra,Near Longyearbyen Norway,Airlines Vnokovo,141,141,0,141
1982,Qtr 1,March,11,1982-03-11,Norway,De Havilland,De Havilland Canada Dhc 6 Twin Otter 300Ln,Mehamn Norway,Flyveselksap Wideroe'S,15,15,0,15
1946,Qtr 3,August,7,1946-08-07,Norway,Douglas,Douglas C 47A,Oslo Norway,Airways European British,16,3,0,3
2006,Qtr 4,October,10,2006-10-10,Norway,Bae,Bae 146 200Oy,Stord Norway,Airways Atlantic,16,4,0,4
1956,Qtr 4,November,7,1956-11-07,Norway,De Havilland,De Havilland Dh 114 Heron 2Bln,Hommelfjell Norway,Braathens,12,2,0,2
1961,Qtr 3,August,9,1961-08-09,Norway,Vickers,Vickers Viking 3Bg Ahpm,Sola Norway,Airways Eagle Cunard,39,39,0,39
1972,Qtr 3,July,11,1972-07-11,Norway,De Havilland,De Havilland Canada Dhc 6 Twin Otter 10067,Near Grytoya Norway,Force Air Norwegian Royal - Military,19,19,0,19
1990,Qtr 2,April,12,1990-04-12,Norway,De Havilland,De Havilland Canada Dhc 6 Twin Otter 300Ln,Off Vaeroy Norway,Flyveselksap Wideroe'S,5,5,0,5
1936,Qtr 2,June,16,1936-06-16,Norway,Junkers,Junkers Ju 52/3Mln,Mt. Lihesten Norway,Luftfartskole Norske Den,7,7,0,7
1968,Qtr 3,August,31,1968-08-31,Norway,De Havilland,De Havilland Canada Dhc 3 Otterln,Near Odda Norway,Westwing,6,5,0,5
1990,Qtr 2,June,6,1990-06-06,Northwest,De Havilland,De Havilland Canada Dhc 6 Twin Otter 300C,Thistle Lake Northwest,Canada          Territory Ptarmigan Airways,2,2,0,2
1983,Qtr 4,December,17,1983-12-17,Northwest,De Havilland,De Havilland Canada Dhc 6 Twin Otter 200C,Paulatuk Northwest,Canada          Territory Inuvik Coastal Airways,12,2,0,2
1955,Qtr 3,September,29,1955-09-29,Northwest,Avro,Avro 685 York C 1Cf,Yellowknife Northwest,Canada          Territory Associated Airways,2,1,0,1
1967,Qtr 2,May,15,1967-05-15,Northwest,Curtiss,Curtiss C 46Tcf,Cape Dyer Northwest,Canadanordair Territories,4,4,0,4
2000,Qtr 4,October,8,2000-10-08,Northwest,Shorts,Shorts Sc.7 Skyvan 3 100C,Port Radium Northwest,Canada          Territories Summit Air Charters,3,3,0,3
2011,Qtr 3,September,22,2011-09-22,Northwest,De Havilland,De Havilland Canada Dhc 6,Yellowknife Northwest,Canada          Territories Arctic Sunwest Charters,9,2,0,2
1953,Qtr 1,January,5,1953-01-05,Northern,Vickers,Vickers Viking 610 1Bg,Belfast Northern,Airways European Irelandbritish,35,27,0,27
1968,Qtr 1,February,7,1968-02-07,Northern,Antonov,Antonov An 12Bpbl534,Rohtang Pass Northern,Force Air Indian - Indiamilitary,102,102,0,102
1946,Qtr 2,April,1,1946-04-01,Northern,De Havilland,De Hvilland 89A Dragon Rapideg Aerz,Near Craigavad Northern,Ltd. Services Air Irelandrailway,6,6,0,6
1947,Qtr 4,October,16,1947-10-16,North,Douglas,Douglas Dc 3,Sylva North,Carolinastratofreight,3,3,0,3
1971,Qtr 4,December,4,1971-12-04,North,Douglas,Douglas Dc 9,Raleigh North,Lines Air Carolinaeastern,29,2,0,2
1998,Qtr 2,May,25,1998-05-25,North,Bell,Bell 206L 3N96Cw,Indian Trail North,Inc. Helicopters Us - Taxi Carolinaair,5,5,0,5
1943,Qtr 2,June,7,1943-06-07,North,Douglas,Douglas C 47A,Red Springs North,Forces Air Army U.S. - Carolinamilitary,20,20,0,20
1943,Qtr 3,September,20,1943-09-20,North,Douglas,Douglas C 53D,Near Maxton North,Forces Air Army U.S. - Carolinamilitary,25,25,0,25
1974,Qtr 3,September,11,1974-09-11,North,Mcdonnell,Mcdonnell Douglas Dc 9,Near Charlotte North,Lines Air Carolinaeastern,82,70,0,70
1986,Qtr 4,October,3,1986-10-03,North,Shorts,Short Sc 7 Skyvan Variantpk,Manado North,Indonesia          Sulawesi Eastindo,13,13,0,13
1987,Qtr 3,July,1,1987-07-01,North,Lockheed,Lockheed C 130E Hercules68,Fort Bragg Afb North,Force Air U.S. - Carolinamilitary,6,4,1,5
1988,Qtr 1,February,19,1988-02-19,North,Swearingen,Swearingen Sa227 Acn622Av,Cary North,Eagle American / Air Carolinaav,12,12,0,12
1983,Qtr 1,February,13,1983-02-13,North,Lockheed,Lockheed C 130H Hercules74,Fayetteville North,Force Air U.S. - Carolinamilitary,6,6,0,6
1918,Qtr 3,August,11,1918-08-11,North,Zeppelin,Zeppelin L 53 (Airship),Ameland Island North,Navy German - Seamilitary,19,19,0,19
1987,Qtr 2,April,23,1987-04-23,North,Swearingen,Swearingen Sa 26Tc Metro Iin505Lb,Wilmington North,Commuter Carolinaair-Lift,2,2,0,2
1960,Qtr 2,April,20,1960-04-20,North,Fairchild,Fairchild F 27 / Cessna 310N2704R/N1807H,Hickory North,Private / Airlines Carolinapiedmont,44,4,0,4
1960,Qtr 1,January,6,1960-01-06,North,Douglas,Douglas Dc 6Bn8225H,Wilmington/Bolivia North,Airlines Carolinanational,34,34,0,34
1967,Qtr 2,June,23,1967-06-23,North,Bell,Bell Uh 1B / Sikorsky Ch53A Helicopters638572/153305,Near Jacksonville North,Corps Marine U.S. - Corps/Military Marine U.S. - Carolinamilitary,35,22,0,22
1994,Qtr 4,December,13,1994-12-13,North,British,British Aerospace Jetstream 3201N918Ae,Morrisville North,Eagle Carolinaamerican,20,15,0,15
1953,Qtr 3,July,27,1953-07-27,North,Illyushin,Ilyushin Il 12,Near Kanggye North,Koreaaeroflot,21,21,0,21
1917,Qtr 2,May,14,1917-05-14,North,Zeppelin,Zeppelin L 22 (Airship),Near Texel Island North,Navy German - Seamilitary,21,21,0,21
2000,Qtr 3,July,13,2000-07-13,North,De Havilland,De Havilland Canada Dhc 6 Twin Otter 200N201Rh,Raleigh North,Aviation Win Carolinawin,3,1,0,1
1961,Qtr 4,November,21,1961-11-21,North,Aero,Aero Commander 680Fzk Bwa,Mt Ruapehu North,New Zealand          Island Bay Of Plenty Airways,6,6,0,6
1954,Qtr 3,August,23,1954-08-23,North,Douglas,Douglas Dc 6Bph,Off Ijuuiden North,Airlines Dutch Royal Seaklm,21,21,0,21
1994,Qtr 3,July,2,1994-07-02,North,Mcdonnell,Mcdonnell Douglas Dc 9,Charlotte North,Carolinausair,57,37,0,37
2003,Qtr 1,January,8,2003-01-08,North,Beech,Beech Be 1900Dn233Yv,Charlotte North,Midwest Express/Air Air Carolinaus,21,21,0,21
1917,Qtr 2,June,14,1917-06-14,North,Zeppelin,Zeppelin L 43 (Airship),Off Vlieland Island North,Navy German - Seamilitary,24,24,0,24
1964,Qtr 1,March,20,1964-03-20,North,Piper,Piper Pa 23N4320P,Near Danbury North,Taxi Air Carolinacommercial,3,3,0,3
1952,Qtr 2,June,25,1952-06-25,North,Avro,Avro Shackleton Mr 1Vp261,Off Northumberland North,Force Air Royal - Seamilitary,13,11,0,11
1936,Qtr 4,October,9,1936-10-09,North,Blackburn,Blackburn B 2G,Selby North,United Kingdom          Yorkshire North Sea Aerial And General Transport,1,1,0,1
1950,Qtr 3,July,23,1950-07-23,North,Curtiss,Curtiss C 46 Commando44,Myrtle Beach North,Force Air U.S. - Carolinamilitary,39,39,0,39
1966,Qtr 4,November,20,1966-11-20,North,Martin,Martin 404N40406,Near New Bern North,Airlines Carolinapiedmont,3,3,0,3
1969,Qtr 2,April,15,1969-04-15,North,Lockheed,Lockheed Ec 121M135749,Off Chongjin North,Navy U.S. - Koreamilitary,31,31,0,31
1961,Qtr 1,January,24,1961-01-24,North,Boeing,Boeing B 52G Stratofortress58,Goldsboro North,Force Air Us - Carolinamilitary,8,3,0,3
1967,Qtr 3,July,19,1967-07-19,North,Boeing,Boeing B 727,Near Hendersonville North,Private / Airlines Carolinapiedmont,82,82,0,82
2016,Qtr 1,January,8,2016-01-08,Norrbotten,Canadair,Canadair Crj 200Se,Akkajaure Lake Norrbotten,Sweden West Air Sweden,2,2,0,2
2002,Qtr 3,July,16,2002-07-16,Norfork,Sirkorsky,Sikorsky S 76Ag,Off Cromer Norfork,England Bristow Helicopters,11,11,0,11
1969,Qtr 3,August,3,1969-08-03,Nigeria,Lockheed,Lockheed L 1049H Super Constellationcf,Uli  Nigeria,Air Canairelief,4,4,0,4
1994,Qtr 3,September,13,1994-09-13,Nigeria,De Havilland,De Havilland Canada Dhc 6 Twin Otter 3005N,Near Abuja Nigeria,Charter - Aerocontroctors,5,3,0,3
1996,Qtr 1,January,18,1996-01-18,Nigeria,British,British Aerospace Bae 125,Near Kano Nigeria,Force Air Nigerian - Military,14,14,0,14
1996,Qtr 4,November,7,1996-11-07,Nigeria,Boeing,Boeing B 727,Lagos Nigeria,Corporation Development Aviation,143,143,0,143
2012,Qtr 2,June,3,2012-06-03,Nigeria,Mcdonnell,Mcdonnell Douglas Md 835N,Lagos Nigeria,Air Dana,153,153,10,163
1995,Qtr 4,November,13,1995-11-13,Nigeria,Boeing,Boeing B 737,Kaduna Nigeria,Airways Nigeria,137,9,0,9
1991,Qtr 2,June,26,1991-06-26,Nigeria,Bac,Bac One Eleven 402Ap5N,Near Sokotu Nigeria,Air Okada,53,4,0,4
1983,Qtr 4,November,28,1983-11-28,Nigeria,Fokker,Fokker F 28 Fellowship 20005N,Near Enugu Nigeria,Airways Nigeria,72,53,0,53
2006,Qtr 3,September,17,2006-09-17,Nigeria,Dornier,Dornier 228Naf033,Vandeikya Nigeria,Force Air Nigerian - Military,18,13,0,13
1997,Qtr 1,January,31,1997-01-31,Nigeria,Embraer,Embraer 110P1A Bandeirante5N Axs,Yola Nigeria,Airways Express Skypower,16,5,0,5
2005,Qtr 4,October,22,2005-10-22,Nigeria,Boeing,Boeing B 737,Lisa Nigeria,Airlines Bellview,117,117,0,117
1956,Qtr 2,June,24,1956-06-24,Nigeria,Canadair,Canadair C 4 Argonautg,Kano Nigeria,Airways Overseas British,45,32,0,32
2005,Qtr 4,December,10,2005-12-10,Nigeria,Mcdonnell,Mcdonnell Dc 9,Near Port Harcourt Nigeria,Airlines Sosoliso,110,108,0,108
1946,Qtr 2,June,9,1946-06-09,Nigeria,Douglas,Douglas C 47 Dakotakg747,Near Abeokuta Nigeria,Force Air -Royal Military,18,18,0,18
1948,Qtr 2,April,10,1948-04-10,Nigeria,Douglas,Douglas Dc 4F,Kano Nigeria,France Air,6,1,0,1
1978,Qtr 1,March,2,1978-03-02,Nigeria,Fokker,Fokker F 28 Fellowship 1000 / Mig,Kano Nigeria,Airways Nigeria,18,18,0,18
1955,Qtr 1,February,5,1955-02-05,Nigeria,Bristol,Bristol 170 Freighter 21Evr Nad,Near Calabar Nigeria,Airways African West,13,13,0,13
2001,Qtr 4,November,27,2001-11-27,Nigeria,Boeing,Boeing 747 246F9G,Port Harcourt Nigeria,Airlines Mk,13,1,0,1
1973,Qtr 1,January,22,1973-01-22,Nigeria,Boeing,Boeing B 707,Kano Nigeria,Airlines Jordanian Royal Alia,202,176,0,176
1995,Qtr 2,June,24,1995-06-24,Nigeria,Tupolev,Tupolev Tu 134Ara,Lagos Nigeria,Services Air Harka,80,16,0,16
1969,Qtr 3,September,26,1969-09-26,Nigeria,Boeing,Boeing C 97N52676,Uli Nigeria,Nordchurchaid,5,5,0,5
1969,Qtr 4,November,20,1969-11-20,Nigeria,Bac,Bac Vc 10,Near Ikeja Nigeria,Airways Nigeria,87,87,0,87
1968,Qtr 3,July,13,1968-07-13,Nigeria,Boeing,Boeing 707 329Coo,Near Lagos Nigeria,Sabena,7,7,0,7
2002,Qtr 2,May,21,2002-05-21,Nigeria,Let,Let 410Uvp9Q Cex,Near Calabar Nigeria,Services Air Executive Sky,5,5,0,5
2013,Qtr 4,October,3,2013-10-03,Nigeria,Embraer,Embraer 120Rt Brasilia5N Bjy,Lagos Nigeria,Aviation Associated,20,16,0,16
1992,Qtr 3,September,26,1992-09-26,Nigeria,Lockheed,Lockheed C 130Hnaf911,Near Lagos Nigeria,Force Air Nigerian Federal - Military,158,158,0,158
2006,Qtr 4,October,29,2006-10-29,Nigeria,Boeing,Boeing 737 2B75N,Near Abuja Nigeria,Airlines Adc,105,96,0,96
2000,Qtr 1,January,5,2000-01-05,Nigeria,Embraer,Embraer 110P1A Bandeirante5N Axl,Abuja Nigeria,Airways Express Skypower,16,1,1,2
1997,Qtr 3,July,29,1997-07-29,Nigeria,Bac,Bac One Eleven 203Ae5N,Calabar  Nigeria,Airlines Adc,55,1,0,1
1995,Qtr 2,April,23,1995-04-23,Nigeria,De Havilland,De Havilland Canada Dhc 6 Twin Otter 3005N,Lagos Nigeria,Helicopters Bristow,9,1,0,1
1988,Qtr 3,July,21,1988-07-21,Nigeria,Boeing,Boeing 707 328Cd2,Near Lagos Nigeria,Charter Air Angola,6,6,0,6
2002,Qtr 2,May,4,2002-05-04,Nigeria,Bac,Bac One Eleven 525Ft5N,Kano Nigeria,Services) Airline (Executive Airlines Eas,77,74,78,152
2021,Qtr 2,May,21,2021-05-21,Nigeria,Beechcraft,Beechcraft B300 King Air 350Inaf203,Near Kaduna Nigeria,Force Air Nigerian - Military,11,11,0,11
1961,Qtr 2,June,17,1961-06-17,Nigeria,Douglas,Douglas C 54B,Near Kano Nigeria,Luftreederei Deutsche Continentale,7,1,0,1
1997,Qtr 2,April,16,1997-04-16,Niger,Lockheed,Lockheed C 130H Hercules5U,Near Sorei Niger,Force Air Niger - Military,14,14,0,14
1977,Qtr 1,March,4,1977-03-04,Niger,Mcdonnell,Mcdonnell Douglas Dc 8,Niamey Niger,Airways National Overseas,4,2,0,2
1989,Qtr 3,September,19,1989-09-19,Niger,Mcdonnell,Mcdonnell Douglas Dc 10,Near Bilma Niger,Aeriens Transportes Des Union,171,171,0,171
1959,Qtr 1,March,5,1959-03-05,Nicaragua,Vickers,Vickers Viscount 763Ys 09C,Managua Nicaragua,Taca,19,15,0,15
1957,Qtr 1,January,23,1957-01-23,Nicaragua,Douglas,Douglas Dc 3An,Ometepe Island Nicaragua,Lanica,16,16,0,16
1982,Qtr 4,December,9,1982-12-09,Nicaragua,Mil,Mil Mi 8 (Helicopter)265,Near San Andres De Bocay Nicaragua,Force Air Nicaraguan - Military,88,84,0,84
1999,Qtr 1,January,21,1999-01-21,Nicaragua,Antonov,Antonov An 26,Bluefields Nicaragua,Nicaragua Aérea Fuerza,28,28,0,28
1961,Qtr 4,December,15,1961-12-15,Nicaragua,Curtiss,Curtiss C 46An,Managua Nicaragua,Lanica,2,2,0,2
1946,Qtr 2,April,22,1946-04-22,Nicaragua,Lockheed,Lockheed 14 Super Electraan Acc,La Liberiad Nicaragua,Taca,21,20,0,20
1956,Qtr 4,November,15,1956-11-15,Nicaragua,Douglas,Douglas C 54A,Puerto Somoza Nicaragua,Guest Aerovias,25,25,0,25
1982,Qtr 3,August,14,1982-08-14,Nicaragua,Arava,Arava 201223,Near Managua Nicaragua,Force Air Nicaraguan - Military,20,20,0,20
1986,Qtr 4,October,30,1986-10-30,Nicaragua,Mil,Mil Mi 17 (Helicopter)294,Near Managua Nicaragua,Force Air Nicaraguan - Military,23,21,0,21
1960,Qtr 2,April,5,1960-04-05,Nicaragua,Curtiss,Curtiss C 46A,Siuna Nicaragua,Lanica,18,2,0,2
1944,Qtr 4,November,29,1944-11-29,Nicaragua,Ford,Ford 5 At,Tegucigalpa Nicaragua,Taca,16,16,0,16
1953,Qtr 1,March,18,1953-03-18,Newfoundland,Boeing,Boeing B 29 Superfortress44,Stephenville Newfoundlandu.S.,Force Air,10,10,0,10
1986,Qtr 1,March,24,1986-03-24,Newfoundland,De Havilland,De Havilland Canada Dhc 3 Otterc,Goose Bay Newfoundland,Canada Goose Bay Air Services,5,4,0,4
1953,Qtr 1,March,18,1953-03-18,Newfoundland,Convair,Convair Rb 36H51,Random Island Newfoundland,Force Air U.S. - Military,23,23,0,23
1942,Qtr 4,October,3,1942-10-03,Newfoundland,Sirkorsky,Sirkorsky 44A (Flying Boat)Nc41880,Botwood Newfoundland,Airlines Export American,37,11,0,11
1961,Qtr 1,January,26,1961-01-26,Newfoundland,Douglas,Douglas C 118A Liftmaster51,Trinity Bay Newfoundland,Force Air U.S. - Military,23,23,0,23
